ID,unit,unit.extended,square,sub.square,raw.material,raw.material.extended,termal.alteration,frost.alteration,patina,cortex,cortex.position,cortical.surface,class,laminar.y.n,carinated,classification.1,classification.2,classification.3,classification.4,length,width,thickness,volume,surface,flaking.surface.length,flaking.surface.width,core.blank,blank.production,platforms.number,surfaces.number,flaking.surface.scars.count,platform.scars.count,scar.count.total,blade.removals.number,bladelet.removals.number,flake.removals.number,initial.preparation,back,flaking.surface,reduction.pattern,flaking.surface.profile,flaking.surface.2.profile,last.removal,second.last.removal,last.removal.second.surface,second.last.removal.second.surface,second.flaking.surface.length,second.flaking.surface.width,last.removal.length,last.removal.width,second.removal.length,second.removal.width,last.removal.length.second.surface,last.removal.width.second.surface,second.last.removal.length.second.surface,second.last.removal.width.second.surface,profile.last.removal,profile.second.removal,profile.last.removal.second.surface,profile.second.last.removal.second.surface,last.removal.orientation,second.removal.orientation,last.removal.orientation.second.surface,second.last.removal.orientation.second.surface,distal.end.last.removal,distal.end.second.removal,distal.end.last.removal.second.surface,distal.end.second.last.removal.second.surface,striking.angle.meshlab,striking.angle.visual,second.striking.angle.visual,striking.platform,platform.ridge.preparation,second.striking.platform,second.platform.ridge.preparation,flaking.surface.maintenance,maintenance.removal.location,lateral.maintenance,lateral.maintenance.orientation,core.axis,discard,VRM.generations.number.length.base,VRM.generations.number.length.platform,VRM.generations.number.width,VRM.generations.number.thickness,mesh
RF.c_47,A2R,A2R,147,NA,Maiolica,B1,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,43.70000076,30.20000076,27.79999924,12520.41309,3327.703885,38.20000076,30.60000038,Undetermined,Blade-Bladelet,2-unrelated,2,19,2,21,0,6,0,NA,2 exploited faces;Natural,Unidirectional,Sub-parallel,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,36.59999847,23,28,9.600000381,13.19999981,4.400000095,36.5,8,28.20000076,11.5,Straight,Straight,Curved,Curved,Axial,Axial,Axial,Axial,Irregular,Hinged,Convergent,Irregular,61,60,56,Plain,Abraded,Plain,None,Overshot laminar,Distal axial,Flake,Right perpendicular,Maggiore lunghezza,Hinged scars,1,2,4,5,Yes
RF.c_48,A1,A1,63,NA,Scaglia.Variegata,SV,NA,NA,NA,1-33%,Back,197.44,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,32.79999924,33,38.20000076,16427.12109,3692.726303,32.70000076,33,Nodule,Bladelet,1,1,23,1,24,0,15,0,NA,Cortical;Scars,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,28.20000076,6.599999905,28.10000038,7.900000095,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Off-axis right,NA,NA,Convergent,Convergent,NA,NA,68,63,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,1,1,5,4,Yes
RF.c_49,A2,A2cp,92,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,40.29999924,24.60000038,41.09999847,20642.49414,4339.146848,41.70000076,17.79999924,Undetermined,Blade-Bladelet,3,3,20,6,26,1,12,0,NA,Scars,Unidirectional,Convergent+Sub-parallel,Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,31.39999962,21,42.29999924,8.399999619,18.70000076,5.5,30.79999924,9.800000191,20.5,6,Curved,Inverse curvature,Torse,Inverse curvature,Off-axis left,Axial,Off-axis right,Off-axis right,Straight,Hinged,Straight,Convergent,75,58,68,Reshaped (tablet visible),Abraded,Plain,Abraded,Overshot laminar,Flaking surface axial,Flake,Right perpendicular,Maggiore lunghezza,Flat surface;Hinged scars,2,1,2,2,Yes
RF.c_50,A2,A2,108,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,24.2,29.39999962,29.5,4993.699219,1870.911398,23,25.29999924,Flake,Bladelet,1,1,15,1,16,0,2,0,NA,Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,20.39999962,8.899999619,NA,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Off-axis left,NA,NA,NA,Straight,NA,NA,58,64,NA,Plain,Abraded,NA,NA,NA,NA,Flake,Left perpendicular,"Lato corto, preferenza recul maggiore",Dimension;Hinged scars,0,0,1,3,Yes
RF.c_51,A2,A2,55,NA,Maiolica,B2-4,NA,NA,NA,1-33%,NA,217.9,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,34.40000153,23.5,12.80000019,4477.902344,1807.07952,34.40000153,23.5,Block,Bladelet,1,1,15,2,17,0,5,0,NA,Scars,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,32.5,7.900000095,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,67,57,NA,Reshaped (tablet visible),Abraded,NA,NA,Debordant bladelet,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars,2,3,5,5,Yes
RF.c_52,A1,A1,58,NA,Undetermined,Undetermined,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,44.40000153,21.70000076,34.09999847,15726.96582,3965.418841,43.29999924,26.70000076,Undetermined,Bladelet,1,1,15,4,19,0,8,0,Indetermined,Crest,Unidirectional,Sub-parallel,Convex;Straight,NA,Bladelet,NA,Bladelet,Bladelet,44.29999924,19.60000038,43.70000076,10.60000038,NA,NA,NA,NA,43.70000076,11,NA,Slightly curved,NA,Curved,NA,Axial,NA,Off-axis left,NA,NA,NA,NA,61,78,80,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface axial,Undetermined,NA,Maggiore lunghezza,Hinged scars,2,2,3,4,Yes
RF.c_53,A2,A2,85,NA,Maiolica,SV,NA,NA,NA,1-33%,Back,110.77,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,30.60000038,39.59999847,35.20000076,13916.25098,3534.561932,30.60000038,32.29999924,Undetermined,Bladelet,1,1,18,3,21,0,3,2,NA,Cortical;Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,29.20000076,10.10000038,NA,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,67,74,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,Flake,Left oblique;Right oblique,"Lato corto, preferenza recul maggiore",Hinged scars,0,0,0,2,Yes
RF.c_54,A2,A2,100,NA,Maiolica,B1,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,44.40000153,32.09999847,36,16007.22656,3948.280008,43.5,32.09999847,Undetermined,Blade-Bladelet,1,1,16,1,17,0,4,0,NA,Joint surface,Unidirectional,Convergent,Straight,NA,Flake,NA,NA,NA,NA,NA,20.79999924,19.20000076,34.79999924,8.699999809,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Convergent,NA,NA,66,67,NA,Plain,None,NA,NA,Bladelet;Flake;Lateral coma-like blade,Distal perpendicular;Flaking surface axial;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,0,1,5,4,Yes
RF.c_55,A2,A2,107,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left,364.35,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,24.4,42.90000153,41.90000153,16083.49414,4058.507048,24.29999924,36.90000153,Flake,Bladelet,1,1,11,1,12,0,5,1,NA,Cortical;Natural,Unidirectional,Convergent,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,22.7,8.5,NA,NA,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Off-axis right,NA,NA,Hinged,Irregular,NA,NA,67,59,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,Flake,Right oblique,"Lato corto, preferenza recul maggiore",Hinged scars,0,0,0,2,Yes
RF.c_56,A2,A2,59,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,310.6,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,46.5,34.20000076,39.40000153,20771.47266,4532.99764,41.79999924,32,Undetermined,Blade-Bladelet,1,1,16,3,19,2,3,0,NA,Cortical,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,33,8.300000191,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Off-axis right,NA,NA,NA,Convergent,NA,NA,NA,79,74,NA,Reshaped (tablet visible),Abraded,NA,NA,Lateral coma-like blade;Overshot laminar,Flaking surface oblique,Flake,Left perpendicular,Maggiore lunghezza,Hinged scars,1,1,2,3,Yes
RF.c_57,A2R,A2R,135,NA,Scaglia.Variegata,SV3,NA,NA,NA,33-66%,Back;Base,330.9,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,56.29999924,32.40000153,41,16784.9082,3784.982492,56.40000153,34.5,Undetermined,Blade-Bladelet,2-unrelated,2,15,3,18,3,4,0,Decortification,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,Straight,Bladelet,Flake,Blade,Flake,28.70000076,26.89999962,26.7,11.6,NA,NA,27.60000038,12.5,NA,NA,NA,NA,Inverse curvature,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,69,71,65,Faceted,Abraded,Reshaped (tablet visible),Abraded,Lateral comma-like flake;Overshot laminar,Flaking surface axial;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,2,3,3,3,Yes
RF.c_59,A2,A2,65,NA,Scaglia.Variegata,SV3,NA,NA,NA,1-33%,Back,278.25,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,36.70000076,29.5,27.79999924,12650.41797,3181.203543,36.5,24.60000038,Block,Bladelet,2-opposed,1,17,1,18,0,6,0,Decortification,Cortical;Scars,Bidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,Flake,NA,NA,NA,31,6.199999809,32.5,11,NA,NA,NA,NA,Curved,Curved,NA,NA,Axial,Axial,NA,NA,Convergent,Convergent,NA,NA,78,63,75,Plain,Abraded,Plain,Abraded,Lateral comma-like bladelet;Overshot laminar,Flaking surface axial;Flaking surface oblique,Flake,Left axial,Maggiore lunghezza,Hinged scars,1,2,4,3,Yes
RF.c_6,A2,A2,65,NA,Scaglia.Variegata,SV3,NA,NA,NA,1-33%,Back,675.75,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,35.79999924,30.79999924,26.20000076,9943.77832,2692.507215,34.40000153,27.10000038,Nodule,Bladelet,1,1,15,1,16,0,8,NA,NA,Cortical,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,34.5,8,16.60000038,4.699999809,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Off-axis right,Off-axis right,NA,NA,Convergent,Hinged,NA,NA,59,66,NA,Plain,Abraded,NA,NA,Debordant bladelet;Lateral comma-like bladelet;Overshot laminar,Flaking surface axial;Flaking surface oblique,Flake,Left axial;Right perpendicular,Maggiore lunghezza,Hinged scars,1,2,2,2,Yes
RF.c_60,A2,A2,118,NA,Scaglia.Variegata,SV3,NA,NA,NA,33-66%,Back;Lateral right,6921.9,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,37.5,43.59999847,55.09999847,29312.83594,5881.722432,41.29999924,42,Nodule,Blade-Flake,1,1,22,8,30,NA,NA,3,Primary crest,Cortical;Natural,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,NA,NA,NA,NA,NA,17.60000038,14,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,65,54,NA,Reshaped (tablet visible),Abraded,NA,NA,Crest,Distal axial,Flake,Left axial,"Lato corto, preferenza recul maggiore",Hinged scars,1,3,4,3,Yes
RF.c_61,A2R,A2R,120,NA,Scaglia.Variegata,SV3,NA,NA,NA,1-33%,Back,528.89,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,54,40.70000076,52,41068.6875,6702.5881,53.79999924,40.70000076,Block,Blade,1,1,12,4,16,4,1,0,NA,Cortical;Natural,Unidirectional,Sub-parallel,Convex,NA,Bladelet,Blade,NA,NA,NA,NA,28.10000038,7.199999809,47.5,18.70000076,NA,NA,NA,NA,Straight,Torse,NA,NA,Axial,Off-axis left,NA,NA,Convergent,Convergent,NA,NA,90,57,NA,Reshaped (tablet visible),Abraded,NA,NA,Overshot laminar,Flaking surface oblique,Flake,Left oblique,Maggiore lunghezza,Hinged scars,1,1,2,6,Yes
RF.c_62,A2,A2,115,NA,Scaglia.Variegata,SV3,NA,NA,NA,66-99%,Back;Base;Flaking surface,2891.3,Core,Yes,FALSE,Initial,Initial,"Initial, semi-circumferential",Platform,47.90000153,48.09999847,31.70000076,25995.23828,5199.103284,46.40000153,31.29999924,Nodule,Blade-Flake,1,1,15,6,21,1,0,2,Decortification,Cortical,Unidirectional,Sub-parallel,Convex,NA,Flake,NA,NA,NA,NA,NA,25.5,13,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Off-axis left,NA,NA,NA,Hinged,NA,NA,NA,75,68,NA,Reshaped (tablet visible),None,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars;Raw material,2,3,5,5,Yes
RF.c_63,A1,A1tetto,63,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,30.5,28.5,25,9541.217773,2549.391354,30.5,28.5,Undetermined,Blade-Bladelet,2-unrelated,2,12,4,16,1,6,0,NA,Scars,Unidirectional,Sub-parallel,Convex,NA,Flake,Bladelet,NA,NA,NA,NA,29.5,10.30000019,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,78,70,NA,Reshaped (tablet visible),None,NA,NA,Flake;Overshot laminar,Distal axial;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,0,2,2,5,Yes
RF.c_64,A2,A2,69,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,63,51.79999924,29.60000038,30675.92969,6570.605677,63,51.79999924,Undetermined,Blade,2-opposed,1,20,2,22,NA,6,0,NA,Scars,Bidirectional,Sub-parallel,Slightly-Convex,NA,Blade,NA,NA,NA,NA,NA,53.79999924,15.69999981,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,68,53,NA,Plain,Abraded,NA,NA,Flake;Lateral coma-like blade,Distal oblique;Flaking surface oblique,Flake,Right perpendicular,Maggiore lunghezza,Hinged scars,1,1,4,6,Yes
RF.c_65,A1,A1tetto,76,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,58.20000076,58.40000153,33.20000076,43474.74219,7416.598188,52.59999847,51.40000153,Undetermined,Blade-Bladelet,3,3,25,4,29,3,10,0,NA,Natural,Unidirectional,Sub-parallel,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Blade,Bladelet,55.79999924,35.79999924,35.59999847,10.80000019,NA,NA,54.40000153,15.60000038,33.59999847,10,Slightly curved,NA,Curved,Slightly curved,Off-axis left,NA,Axial,Off-axis right,Straight,Straight,Convergent,NA,78,75,70,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),Abraded,Debordant blade,Flaking surface oblique,NA,NA,Maggiore lunghezza,Undetermined,1,2,3,5,Yes
RF.c_66,A2,A2,110,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left;Lateral right,865.16,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,66.40000153,46,22,26181.0918,6118.200588,58.70000076,43.20000076,Slab,Blade,1,1,14,3,17,0,4,2,Primary flaking,Scars,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,NA,NA,NA,NA,NA,57.90000153,12.60000038,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,72,63,NA,Faceted,None,NA,NA,Flake;Partial crest,Proximal perpendicular,NA,NA,Maggiore lunghezza,Flat surface;Hinged scars,1,2,2,5,Yes
RF.c_67,A1,A1tetto,72,NA,Scaglia.Variegata,SV,NA,NA,NA,1-33%,Striking platform,413.4,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,38.90000153,37.40000153,29.79999924,16113.47656,3857.594477,38.90000153,36.09999847,Block,Bladelet,2-unrelated,2,23,1,24,0,5,0,NA,Natural,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,NA,NA,NA,22,18.5,32,11.80000019,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Off-axis left,NA,NA,NA,Straight,NA,NA,NA,60,66,NA,Plain,Abraded,Reshaped (tablet visible),Abraded,NA,NA,Bladelet,Right axial,Maggiore lunghezza,Hinged scars,0,2,4,5,Yes
RF.c_68,A2,A2,41,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back;Flaking surface;Striking platform,896.69,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,45.70000076,44.59999847,22.60000038,18848.02734,4533.437923,41.5,44.59999847,Nodule,Blade-Bladelet,2-opposed,1,15,3,18,1,4,1,NA,Cortical,Bidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,12.19999981,38,22,7.5,21.5,11,10.89999962,9.899999619,NA,NA,Slightly curved,Curved,Straight,NA,Axial,Off-axis left,Off-axis left,NA,Convergent,Convergent,Hinged,NA,77,50,65,Plain,Abraded,Reshaped (tablet visible),Abraded,Lateral coma-like blade;Lateral comma-like flake,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars;Raw material,0,2,2,6,Yes
RF.c_69,A2,A2,115,NA,Maiolica,B1,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,40,30.70000076,19.10000038,11094.95117,3018.189738,39.59999847,29.5,Undetermined,Bladelet,3,2,17,2,19,NA,10,0,NA,Scars,Unidirectional,Convergent+Sub-parallel,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,35.79999924,15.39999962,33.09999847,9.300000191,31.10000038,7.5,NA,NA,NA,NA,Curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Convergent,NA,NA,67,59,75,Reshaped (tablet visible),Abraded,Plain,Abraded,Flake,Distal axial,Bladelet;Partial crest,Left axial;Right perpendicular,Maggiore lunghezza,Hinged scars,2,1,4,6,Yes
RF.c_7,A1,A1tetto,72,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,61.70000076,52,24.5,30672.68945,6408.319244,47.40000153,35.29999924,Undetermined,Blade-Bladelet,2-unrelated,1,22,4,26,1,4,NA,NA,Scars,Unidirectional,Convergent,Straight,NA,Bladelet,Bladelet,Bladelet,NA,NA,NA,37.29999924,11.39999962,36.90000153,11.60000038,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Convergent,Convergent,NA,NA,61,70,67,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),Abraded,Flake;Lateral coma-like blade,Distal;Flaking surface oblique,Crest,Left perpendicular,Maggiore lunghezza,Flat surface,0,1,2,5,Yes
RF.c_70,A2,A2,125,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,40.29999924,40.5,23.79999924,17745.56055,3921.536422,37.59999847,37,Undetermined,Bladelet,2-opposed,1,24,4,28,0,6,0,NA,Crest,Bidirectional,Convergent,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,20,23.5,38.40000153,9.800000191,28.39999962,13.69999981,19.5,7,NA,NA,Torse,Straight,Curved,NA,Axial,Axial,Axial,NA,Convergent,Convergent,Convergent,NA,90,72,77,Reshaped (tablet visible),Abraded,Reshaped (tablet visible),None,Bladelet;Lateral coma-like blade,Distal oblique;Flaking surface oblique,Flake,Left axial,Maggiore lunghezza,Undetermined,1,1,1,3,Yes
RF.c_71,A1,A1tetto,63,NA,Scaglia.Rossa,SR,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,42.09999847,31.39999962,21.5,10767.59375,3084.834001,32.70000076,30.20000076,Undetermined,Bladelet,1,1,27,2,29,1,6,0,NA,Prepared;Ventral face,Unidirectional,Convergent,Convex,NA,Bladelet,Bladelet,NA,NA,11.69999981,9.5,22.79999924,6.800000191,20.89999962,NA,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,73,62,NA,Plain,Abraded,NA,NA,Bladelet;Lateral coma-like blade;Overshot laminar,Distal oblique;Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,1,2,3,3,Yes
RF.c_72,A2,A2,117,NA,Scaglia.Rossa,SR,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,40,43.70000076,17.60000038,12114.62598,3396.216136,40,37.59999847,Undetermined,Blade-Bladelet,1,1,12,1,13,0,4,1,NA,Scars,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,33,10.60000038,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Off-axis left,NA,NA,NA,Irregular,NA,NA,NA,94,72,NA,Plain,Abraded,NA,NA,Bladelet;Lateral comma-like flake,Distal oblique;Flaking surface oblique,NA,NA,Maggiore lunghezza,Undetermined,0,2,2,3,Yes
RF.c_73,A2R,A2R,135,NA,Scaglia.Variegata,SV,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,36.40000153,41.29999924,30,18219.39648,4485.163367,36.40000153,33,Block,Blade,1,1,10,1,11,4,2,0,NA,Natural,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,36.70000076,11.10000038,36.29999924,10.19999981,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Straight,NA,NA,58,62,NA,Plain,Abraded,NA,NA,Debordant blade,Flaking surface oblique,NA,NA,Maggiore lunghezza,Dimension,1,2,3,3,Yes
RF.c_74,A2,A2,100,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left,63.88,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,28.79999924,25.29999924,34.20000076,9377.246094,2668.391953,28.70000076,26.79999924,Undetermined,Blade-Bladelet,2-unrelated,2,14,2,16,0,7,0,NA,Undetermined,Unidirectional,Sub-parallel,Slightly-Convex,Straight,Bladelet,Bladelet,Bladelet,Bladelet,33,NA,28.29999924,11.5,27,8,28,7.300000191,NA,NA,Curved,Curved,Straight,NA,Axial,Axial,Axial,NA,Straight,Straight,"Undetermined""",NA,71,77,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,Flake,Right oblique,Maggiore lunghezza,Undetermined,2,1,4,4,Yes
RF.c_75,A2,A2,125,NA,Maiolica,B1,NA,NA,NA,33-66%,Base;Flaking surface;Lateral left,2408.4,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,69.19999695,40.70000076,34.09999847,45287.66406,7835.047253,35,40,Nodule,Blade-Flake,1,1,17,2,19,0,0,3,Primary flaking,Natural,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,35,28.5,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,71,75,NA,Reshaped (tablet visible),None,NA,NA,NA,NA,Flake,Right axial,Maggiore lunghezza,Hinged scars,0,1,3,4,Yes
RF.c_76,A2R,A2R,135,NA,Scaglia.Rossa,SR,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,43.59999847,19.70000076,14.39999962,8622.75293,2699.342298,43.59999847,19.60000038,Undetermined,Bladelet,1,1,9,3,12,0,4,0,NA,Crest,Unidirectional,Sub-parallel,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,36.09999847,8,31.5,10.89999962,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Straight,NA,NA,82,75,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Dimension;Hinged scars,2,2,4,3,Yes
RF.c_77,A2,A2,94,NA,Maiolica,B2-4,NA,NA,NA,0,NA,0,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,50.59999847,40,24.29999924,26579.76563,5804.870397,48.90000153,41.20000076,Undetermined,Blade-Bladelet,1,1,19,5,24,0,1,3,NA,Ventral face,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,22.5,11.30000019,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,75,72,NA,Plain,Abraded,NA,NA,Flake,Flaking surface axial,Flake,Left axial,Maggiore lunghezza,Hinged scars,0,1,2,1,Yes
RF.c_78,A2,A2,127,NA,Maiolica,B1,NA,NA,NA,1-33%,Back,140.52,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,34.59999847,24.60000038,19.79999924,6976.428223,2209.049105,34.59999847,24.60000038,Undetermined,Bladelet,1,1,14,3,17,0,7,0,NA,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,33.29999924,6.800000191,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,Irregular,NA,NA,NA,76,61,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,0,3,1,3,Yes
RF.c_79,A2,A2,65,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,366.21,Core-Tool,Yes,TRUE,Carinated,Carinated,Carinated,Carinated,32,35.40000153,48.5,21316.21094,4847.94333,32,35.40000153,Undetermined,Blade-Bladelet,1,1,12,3,15,0,0,0,NA,Undetermined,Unidirectional,Convergent,Convex,NA,Flake,NA,NA,NA,NA,NA,15.8,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,74,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,Flake,Left axial,"Lato corto, preferenza recul maggiore",Hinged scars,0,2,2,3,Yes
