ID,unit,unit.extended,square,sub.square,raw.material,raw.material.extended,termal.alteration,frost.alteration,patina,cortex,cortex.position,cortical.surface,class,laminar.y.n,carinated,classification.1,classification.2,classification.3,classification.4,length,width,thickness,volume,surface,flaking.surface.length,flaking.surface.width,core.blank,blank.production,platforms.number,surfaces.number,flaking.surface.scars.count,platform.scars.count,scar.count.total,blade.removals.number,bladelet.removals.number,flake.removals.number,initial.preparation,back,flaking.surface,reduction.pattern,flaking.surface.profile,flaking.surface.2.profile,last.removal,second.last.removal,last.removal.second.surface,second.last.removal.second.surface,second.flaking.surface.length,second.flaking.surface.width,last.removal.length,last.removal.width,second.removal.length,second.removal.width,last.removal.length.second.surface,last.removal.width.second.surface,second.last.removal.length.second.surface,second.last.removal.width.second.surface,profile.last.removal,profile.second.removal,profile.last.removal.second.surface,profile.second.last.removal.second.surface,last.removal.orientation,second.removal.orientation,last.removal.orientation.second.surface,second.last.removal.orientation.second.surface,distal.end.last.removal,distal.end.second.removal,distal.end.last.removal.second.surface,distal.end.second.last.removal.second.surface,striking.angle.meshlab,striking.angle.visual,second.striking.angle.visual,striking.platform,platform.ridge.preparation,second.striking.platform,second.platform.ridge.preparation,flaking.surface.maintenance,maintenance.removal.location,lateral.maintenance,lateral.maintenance.orientation,core.axis,discard,VRM.generations.number.length.base,VRM.generations.number.length.platform,VRM.generations.number.width,VRM.generations.number.thickness,mesh
RF.c_145,A2,A2,65,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,23.29999924,26.10000038,24.5,NA,NA,NA,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,0,0,1,NA,NA,Undetermined,NA,NA,NA,Flake,NA,NA,NA,NA,NA,25.10000038,27.10000038,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,"Undetermined""",NA,NA,NA,NA,62,NA,Plain,None,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,5,No
RF.c_146,A2R,A2R,135,NA,Maiolica,B1,NA,NA,NA,1-33%,Lateral right,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,29.60000038,17.79999924,32,NA,NA,30.60000038,18,Undetermined,Blade-Flake,1,2,NA,NA,NA,1,0,1,NA,Joint surface,Unidirectional,NA,Straight,NA,Flake,Blade,NA,NA,NA,NA,33.70000076,26,30.60000038,14.5,NA,NA,NA,NA,Curved,Slightly curved,NA,NA,Axial,Axial,NA,NA,Straight,Irregular,NA,NA,NA,78,NA,Plain,None,NA,NA,NA,NA,NA,NA,NA,Dimension,1,1,4,3,No
RF.c_147,A2R,A2R,147,NA,Maiolica,NA,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,28.29999924,26.20000076,12.30000019,NA,NA,NA,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,0,0,0,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plain,Flaking,NA,NA,NA,NA,NA,NA,NA,Undetermined,NA,NA,NA,NA,No
RF.c_148,A2,A2,95,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left;Lateral right,763.8,Core-Tool,Yes,TRUE,Initial,Initial carinated,"Initial, carinated",Platform,22.5,32,40.09999847,15584.57031,3918.223561,22,32,Flake,Bladelet,1,1,7,0,7,0,1,0,Primary flaking,Natural,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,12.80000019,3.599999905,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,92,77,NA,Plain,Abraded,NA,NA,Flake,Distal oblique,NA,NA,"Lato corto, preferenza recul maggiore",Flat surface;Hinged scars,NA,NA,NA,NA,Yes
RF.c_149,A2,A2,97,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,15.80000019,26.70000076,16.5,NA,NA,NA,NA,Undetermined,Bladelet,1,1,NA,NA,NA,NA,NA,NA,NA,Undetermined,Unidirectional,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,Plain,Abraded,NA,NA,NA,NA,NA,NA,NA,Undetermined,NA,NA,NA,NA,No
RF.c_15,A1,A1tetto,72,NA,Scaglia.Variegata,SV3,NA,NA,NA,33-66%,Back,934.57,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,44.29999924,33.20000076,24.79999924,12337.91016,3242.130189,44.29999924,33.20000076,Nodule,Blade-Bladelet,1,1,17,4,21,1,8,NA,NA,Cortical,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,18,6.800000191,32.90000153,8,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Irregular,Convergent,NA,NA,75,50,NA,Plain,Abraded,NA,NA,Lateral coma-like blade,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,0,1,1,3,Yes
RF.c_150,A1-A2,A1tetto;A2,77,NA,Undetermined,Fine-grained,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,30.5,25,15,NA,NA,NA,NA,Undetermined,Bladelet,2,2,NA,NA,NA,0,5,0,NA,Undetermined,Unidirectional,Sub-parallel,Straight,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blade,Flaking surface axial,NA,NA,NA,Undetermined,1,2,3,2,No
RF.c_152,A2,A2cp,82,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral left,118.1,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,38.09999847,20,24,7381.963867,2395.903831,22,18,Flake,Bladelet,1,1,14,3,17,0,2,4,NA,Prepared,Unidirectional,Sub-parallel,Straight,NA,Bladelet,NA,NA,NA,NA,NA,18.79999924,9.899999619,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,94,64,NA,Reshaped (tablet visible),Abraded,NA,NA,Partial crest,Distal perpendicular,Flake,Left perpendicular;Right perpendicular,Maggiore lunghezza,Dimension;Hinged scars,0,1,0,1,Yes
RF.c_154,A1-A2,A1;A2,67,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,36.09999847,28.70000076,23,NA,NA,NA,NA,Undetermined,Flake,NA,NA,NA,NA,NA,0,1,4,Undetermined,2 exploited faces,Multidirectional,Multidirectional,NA,NA,Flake,NA,NA,NA,NA,NA,25.10000038,20.10000038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dimension,1,2,1,2,No
RF.c_156,A2,A2,87,NA,Maiolica,B1,NA,NA,NA,1-33%,Lateral left,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,34.09999847,31,20.10000038,NA,NA,NA,NA,Undetermined,Flake,NA,1,NA,NA,NA,0,0,4,NA,Cortical;Natural,Multidirectional,Multidirectional,Slightly-Convex,NA,Flake,NA,NA,NA,NA,NA,15,11.19999981,NA,NA,NA,NA,NA,NA,Inverse curvature,NA,NA,NA,Axial,NA,NA,NA,Straight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undetermined,1,3,3,4,No
RF.c_157,A2,A2cp,92,NA,Maiolica,B1,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,40.70000076,26.60000038,19,NA,NA,NA,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,0,0,0,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dimension,1,1,3,2,No
RF.c_158,A2,A2,77,NA,Scaglia.Variegata,SV,NA,NA,NA,33-66%,Striking platform,NA,Core,No,FALSE,Flake,Parallel,NA,NA,24.20000076,35.09999847,23.70000076,NA,NA,24.20000076,35.09999847,Flake,Flake,1,1,NA,NA,NA,NA,NA,NA,NA,Scars,Unidirectional,Convergent,Convex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,Cortical,None,NA,NA,Overshot laminar,Flaking surface axial,Flake,Left oblique,"Lato corto, preferenza recul maggiore",Hinged scars,1,2,4,1,No
RF.c_159,A1,A1tetto,63,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,36.29999924,37.70000076,19,NA,NA,NA,NA,Flake,Flake,1,2,NA,NA,NA,0,1,3,NA,Ventral face,Multidirectional,NA,Slightly-Convex,Slightly-convex,Bladelet,NA,NA,NA,NA,NA,19.20000076,9.5,NA,NA,NA,NA,NA,NA,Inverse curvature,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,NA,78,NA,Plain,None,NA,NA,NA,NA,NA,NA,NA,Hinged scars,3,1,4,5,No
RF.c_16,A2,A2tetto,78,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral right,293.55,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,27,21.79999924,20.10000038,7599.109375,2506.912868,27,20.10000038,Nodule,Bladelet,2-unrelated,2,12,1,13,0,4,NA,NA,Undetermined,Unidirectional,Sub-parallel,Slightly-Convex,Straight,Bladelet,Bladelet,Bladelet,Bladelet,34.5,19,17.70000076,5.400000095,NA,NA,30,9.5,NA,NA,Slightly curved,NA,Slightly curved,NA,Off-axis right,NA,Axial,NA,Convergent,NA,Straight,NA,66,70,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,NA,NA,Maggiore lunghezza,Dimension,NA,NA,NA,NA,Yes
RF.c_161,A2R,A2R,135,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,47,53.29999924,53.70000076,52491.11328,8214.829674,52.20000076,48.40000153,Undetermined,Blade-Flake,3,3,20,9,29,3,3,0,NA,Scars,Unidirectional,Sub-parallel,Slightly-Convex,Slightly-convex,Flake,NA,Blade,NA,33,29,41.70000076,24,NA,NA,31.5,14.80000019,NA,NA,Inverse curvature,NA,Curved,NA,Off-axis left,NA,Axial,NA,Irregular,NA,Irregular,NA,69,90,77,Reshaped (tablet visible),None,Plain,None,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars,1,2,2,2,Yes
RF.c_163,A2R,A2R,128,NA,Maiolica,B1,NA,NA,NA,1-33%,Striking platform,121.69,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,38,43.79999924,24.5,16157.84766,4012.300974,38,43.79999924,Undetermined,Bladelet-Flake,2-opposed,1,21,6,27,NA,NA,NA,NA,Natural,Bidirectional,Sub-parallel,Convex,NA,Flake,NA,NA,NA,NA,NA,18.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,75,75,Reshaped (tablet visible),Abraded,Plain,Abraded,NA,NA,NA,NA,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_166,A2,A2,72,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral right,290.17,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,35.09999847,38.79999924,23.5,11140.96387,3098.258049,35,31.5,Undetermined,Bladelet,2-unrelated,2,17,1,18,0,8,0,NA,Scars,Unidirectional,Convergent+Sub-parallel,Slightly-Convex,Slightly-convex,Bladelet,Bladelet,Bladelet,Bladelet,31,36.20000076,32,7.5,NA,NA,20.10000038,9.199999809,NA,NA,Straight,NA,Straight,NA,Axial,NA,Axial,NA,Convergent,NA,Hinged,NA,80,70,75,Plain,Abraded,Reshaped (tablet visible),Abraded,Overshot laminar,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_167,A2,A2tetto,108,NA,Maiolica,B2-4,NA,NA,NA,33-66%,Flaking surface;Lateral right,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,76,49.70000076,29.5,NA,NA,76,31.70000076,Flake,Flake,1,1,NA,NA,NA,1,0,5,NA,Ventral face,Multidirectional,Undetermined,Slightly-Convex;Straight,NA,Flake,NA,NA,NA,NA,NA,35.90000153,15.69999981,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,NA,73,NA,Reshaped (tablet visible),None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
RF.c_168,A2,A2cp,112,NA,Maiolica,NA,NA,NA,NA,1-33%,Base,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,35.70000076,31.89999962,17.39999962,NA,NA,NA,NA,Undetermined,Flake,NA,NA,NA,NA,NA,0,0,0,NA,Undetermined,Multidirectional,NA,Straight,NA,Flake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Undetermined,NA,NA,NA,NA,No
RF.c_169,A2,A2,136,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,40.5,19.79999924,25,6035.235352,2218.195989,40.5,19.79999924,Flake,Bladelet,1,1,9,1,10,0,6,0,NA,Joint surface,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,24.79999924,6.099999905,20.5,4.699999809,NA,NA,NA,NA,Inverse curvature,Straight,NA,NA,Axial,Axial,NA,NA,Convergent,Convergent;Hinged,NA,NA,77,73,NA,Plain,Abraded,NA,NA,NA,NA,Flake,Left oblique,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_17,A2,A2,126,NA,Scaglia.Variegata,SV,NA,NA,NA,1-33%,Lateral right,335.66,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,32,30.39999962,26.20000076,6612.997559,2133.311744,32,29.79999924,Block,Bladelet,1,1,19,1,20,0,8,NA,NA,Crest,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,27.29999924,8.699999809,25.10000038,6,NA,NA,NA,NA,Slightly curved,Straight,NA,NA,Axial,Off-axis left,NA,NA,Convergent,Convergent,NA,NA,75,65,NA,Plain,Abraded,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,NA,NA,Maggiore lunghezza,Undetermined,NA,NA,NA,NA,Yes
RF.c_170,A2,A2,107,NA,Maiolica,B2-4,NA,NA,NA,66-99%,Back;Lateral left;Lateral right,1946.6,Core,Yes,FALSE,Initial,Initial,"Initial, narrow-sided",Platform,24.10000038,42.59999847,46.59999847,15628.26465,3972.073647,23,25.20000076,Nodule,Bladelet,1,1,4,1,5,0,2,0,NA,Cortical;Ventral face,Unidirectional,Convergent,Straight,NA,Bladelet,NA,NA,NA,NA,NA,22.10000038,6.400000095,NA,NA,NA,NA,NA,NA,Inverse curvature,NA,NA,NA,Off-axis right,NA,NA,NA,Convergent,NA,NA,NA,66,87,NA,Plain,None,NA,NA,Bladelet;Flake,Distal oblique;Distal perpendicular,Flake,Left perpendicular,"Lato corto, preferenza recul maggiore",Flat surface;Hinged scars,NA,NA,NA,NA,Yes
RF.c_171,A2R,A2R,137,NA,Maiolica,B1,NA,NA,NA,1-33%,Base;Lateral left,395.77,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,43.09999847,17,43.90000153,13597.83203,3741.187483,39.09999847,16.39999962,Flake,Bladelet,1,1,12,3,5,0,5,0,NA,Joint surface,Unidirectional,Sub-parallel,Convex,NA,Bladelet,Bladelet,NA,NA,NA,NA,21.5,6.099999905,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Off-axis right,NA,NA,NA,Irregular,NA,NA,NA,71,70,NA,Reshaped (tablet visible),Abraded,NA,NA,Flake,Distal perpendicular,NA,NA,Maggiore lunghezza,Hinged scars,NA,NA,NA,NA,Yes
RF.c_172,A2R,A2R,135,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back;Base,705.33,Core,Yes,FALSE,Narrow-sided,Narrow-sided,Narrow-sided,Platform,62.40000153,32,30.29999924,23744.16406,5256.363487,56,32,Flake,Blade-Bladelet,1,1,9,3,12,1,5,0,NA,Cortical;Natural,Unidirectional,Convergent,Convex,NA,Bladelet,Blade,NA,NA,NA,NA,27.89999962,7.099999905,35,12.69999981,NA,NA,NA,NA,Straight,Straight,NA,NA,Axial,Axial,NA,NA,Convergent,Straight,NA,NA,84,75,NA,Reshaped,NA,Reshaped (tablet visible),NA,Lateral comma-like bladelet;Overshot laminar,Flaking surface axial;Flaking surface oblique,Flake,Left axial,Maggiore lunghezza,Hinged scars;Raw material,2,2,5,6,Yes
RF.c_173,A2R,A2R,135,NA,Scaglia.Variegata,SV3,NA,NA,NA,33-66%,Back,823.08,Core,Yes,FALSE,Wide-faced,Wide-faced flat,Wide-faced flat,Platform,39.09999847,38.90000153,16.5,9913.882813,2893.031401,39.09999847,38.90000153,Nodule,Bladelet,1,1,14,2,16,1,4,1,NA,Cortical,Unidirectional,Sub-parallel,Slightly-Convex,NA,Blade,NA,NA,NA,NA,NA,35.40000153,13.80000019,NA,NA,NA,NA,NA,NA,Torse,NA,NA,NA,Axial,NA,NA,NA,Convergent,NA,NA,NA,72,68,NA,Plain,Flaking,NA,NA,Debordant blade;Debordant flake,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars;Raw material,2,1,5,5,Yes
RF.c_174,A2R,A2R,135,NA,Scaglia.Variegata,SV3,NA,NA,NA,33-66%,Back;Lateral right,553.68,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,38.59999847,31.60000038,23.89999962,9254.987305,2820.547506,38.59999847,30.70000076,Nodule,Bladelet,1,1,16,2,18,0,5,1,Decortification,Cortical;Prepared,Unidirectional,Sub-parallel,Slightly-Convex,NA,Flake,Bladelet,NA,NA,NA,NA,26,13.69999981,20.39999962,8.699999809,NA,NA,NA,NA,Straight,Slightly curved,NA,NA,Axial,Axial,NA,NA,Hinged,Hinged,NA,NA,58,55,NA,Plain,Abraded,NA,NA,Flake,Flaking surface axial,Flake,Left perpendicular,Maggiore lunghezza,Flat surface,1,1,3,3,Yes
RF.c_175,A2R,A2R,137,NA,Scaglia.Rossa,SR,NA,NA,NA,0%,NA,0,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,33.59999847,31,37,16384.64453,3712.835813,33.59999847,31,Undetermined,Bladelet,2-opposed,1,20,6,26,0,5,2,NA,Natural;Scars,Bidirectional,Sub-parallel,Convex,NA,Flake,NA,NA,NA,NA,NA,22.79999924,13.80000019,32,9,NA,NA,NA,NA,Straight,Curved,NA,NA,Off-axis right,Axial,NA,NA,Hinged,Straight,NA,NA,80,71,75,Plain,Flaking,Reshaped (tablet visible),Abraded,NA,NA,Flake,Right axial,Maggiore lunghezza,Hinged scars,1,1,3,3,Yes
RF.c_176,A2,A2,67,NA,Scaglia.Variegata,SV,NA,NA,NA,1-33%,NA,260.4,Core-Tool,Yes,TRUE,Carinated,Carinated.burin,Carinated,Carinated,47.2,12.9,32.5,6101.670898,2646.111452,36.6,NA,Flake,Bladelet,1,NA,NA,NA,4,NA,NA,NA,NA,NA,Unidirectional,Convergent,NA,NA,Bladelet,NA,NA,NA,NA,NA,24.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA,NA,Reshaped,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,3,Yes
RF.c_177,A2,A2,80,NA,Maiolica,NA,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,19.10000038,25.79999924,11.60000038,NA,NA,NA,NA,Undetermined,Undetermined,NA,NA,NA,NA,NA,0,0,0,NA,NA,Undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,2,No
RF.c_18,A2,A2,136,NA,Scaglia.Variegata,SV,NA,NA,NA,1-33%,Back;Base,158.79,Core,Yes,FALSE,Semicircumferential,Semi-circumferential,Semi-circumferential,Platform,31.20000076,25,20.5,6746.334961,2072.316483,28.70000076,23.89999962,Block,Bladelet,1,1,11,4,15,0,5,NA,NA,Cortical,Unidirectional,Convergent,Straight,NA,Bladelet,Bladelet,NA,NA,NA,NA,26.60000038,11.10000038,30.70000076,11.10000038,NA,NA,NA,NA,Straight,Curved,NA,NA,Off-axis left,Axial,NA,NA,Convergent,Straight,NA,NA,89,77,NA,Reshaped (tablet visible),Flaking,NA,NA,Lateral comma-like bladelet,Flaking surface oblique,Flake,Left perpendicular,Maggiore lunghezza,Dimension;Flat surface,1,2,3,4,Yes
RF.c_180,A2R,A2R,147,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,36.20000076,21.79999924,31.10000038,NA,NA,NA,NA,Undetermined,Blade-Flake,1,1,NA,NA,NA,2,0,1,Undetermined,Undetermined,Unidirectional,Sub-parallel,Straight,NA,Flake,NA,NA,NA,NA,NA,18.29999924,15.39999962,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,NA,90,NA,Plain,None,NA,NA,Undetermined,NA,Undetermined,NA,NA,NA,NA,NA,NA,NA,No
RF.c_181,A2,A2,115,NA,Maiolica,B1,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,18.79999924,12.60000038,13.89999962,NA,NA,NA,NA,Undetermined,Bladelet,1,1,NA,NA,NA,0,2,0,Undetermined,Undetermined,Unidirectional,Convergent,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,Plain,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,No
RF.c_182,A2R,A2R,147,NA,Maiolica,B2-4,NA,NA,NA,0%,NA,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,29.10000038,23.29999924,31.10000038,NA,NA,NA,NA,Undetermined,Flake,1,3,NA,NA,NA,0,0,4,Undetermined,Undetermined,Multidirectional,Multidirectional,Straight,NA,Flake,NA,NA,NA,NA,NA,19,10,NA,NA,NA,NA,NA,NA,Straight,NA,NA,NA,Axial,NA,NA,NA,Hinged,NA,NA,NA,NA,NA,NA,Plain,NA,NA,NA,NA,NA,NA,NA,NA,Hinged scars,0,1,1,1,No
RF.c_184,A2,A2,108,NA,Scaglia.Rossa,SR,NA,NA,NA,1-33%,Lateral right,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,32.20000076,35.40000153,41.09999847,NA,NA,32.20000076,41,Block,Blade-Bladelet,1,1,NA,NA,NA,2,2,0,Undetermined,Undetermined,Unidirectional,Sub-parallel,Convex,NA,Blade,Bladelet,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,Curved,NA,NA,NA,Axial,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,Reshaped (tablet visible),NA,Undetermined,NA,Undetermined,NA,Maggiore lunghezza,Undetermined,NA,NA,NA,NA,No
RF.c_185,A2,A2,107,NA,Maiolica,B2-4,NA,NA,NA,33-66%,Lateral right,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,26.60000038,27.79999924,46.29999924,NA,NA,NA,23.29999924,Undetermined,Bladelet,1,1,NA,NA,NA,0,3,0,Undetermined,Undetermined,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,NA,9.800000191,NA,NA,NA,NA,NA,NA,Slightly curved,NA,NA,NA,Axial,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,Reshaped (tablet visible),Abraded,NA,NA,NA,NA,Flake,Left perpendicular,Maggiore lunghezza,NA,1,2,2,1,No
RF.c_186,A2R,A2R,127,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Flaking surface,NA,Core,No,FALSE,Shatter,NA,NA,Shatter,33.29999924,42.70000076,17.20000076,NA,NA,NA,NA,Undetermined,Bladelet,1,1,NA,NA,NA,0,3,0,Undetermined,Undetermined,Unidirectional,Sub-parallel,Slightly-Convex,NA,Bladelet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,Plain,Abraded,NA,NA,NA,NA,NA,NA,NA,Hinged scars,1,3,6,4,No
RF.c_187,A2,A2,46,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Lateral right,NA,Core,No,FALSE,Shatter,Shatter,NA,Shatter,48.59999847,39.90000153,24.20000076,NA,NA,NA,NA,Undetermined,Bladelet-Flake,1,1,NA,NA,NA,0,0,1,Undetermined,Undetermined,Unidirectional,Sub-parallel,Slightly-Convex,NA,Chip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,Plain,Flaking,NA,NA,Flake,Flaking surface axial,NA,NA,Maggiore lunghezza,Hinged scars,0,2,3,3,No
RF.c_188,A2,A2,136,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Flaking surface,NA,Core,No,FALSE,Flake,Multidirectional,NA,NA,47.5,53.40000153,32.40000153,NA,NA,NA,NA,Block,Flake,3,3,NA,NA,NA,0,0,6,Undetermined,2 exploited faces,Multidirectional,Multidirectional,Convex,NA,Flake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plain,None,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,No
RF.c_189,A2R,A2R,147,NA,Maiolica,B2-4,NA,NA,NA,1-33%,Back,151.66,Core,Yes,FALSE,Multi-platform,Multi-platform,Multi-platform,Platform,45,50.40000153,29.5,24708.45117,5109.158629,45.5,33.90000153,Undetermined,Blade-Bladelet,3,3,31,3,34,0,4,2,Undetermined,Scars,Unidirectional,Convergent,Slightly-Convex,Slightly-convex,Bladelet,NA,Bladelet,NA,36.20000076,27.89999962,29.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,75,75,Reshaped (tablet visible),Abraded,Plain,Abraded,Flake,Flaking surface oblique,NA,NA,Maggiore lunghezza,Hinged scars,1,0,3,2,Yes
