"ID","unit","unit.extended","square","sub.square","raw.material","raw.material.extended","termal.alteration","class","blank","technology","technology.extended","cortex","cortex.y.n","cortex.position","preservation","preservation.extended","length","width","thickness","elongation","robustness","platform.width","platform.thickness","platformW.T.","platform.type","platform.shape","platform.angle","dorsal.thinning","bulb","bulb.type","bulbar.scar","lip","lip.type","curvature","torsion","cross.section","cross.section.symmetry","scar.count","axiality","scar.pattern","distal.end","distal.end.profile","blank.shape","bladelet.neg.blade","blade.neg.flake","typology","typology.reduced","retouch.position","dorsal.retouch.localization","ventral.retouch.localization","retouch.length"
"RF.b_2317","A2","A2","56",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,6.30000019073486,1.60000002384186,0,3.93750006053596,3,0.300000011920929,NA,"Linear","Linear","60","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2318","A2","A2","56",NA,"Scaglia.Variegata","SV",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,8.80000019073486,3.29999995231628,0,2.66666676299741,3,1.20000004768372,NA,"Dihedral flat","Rectangular","75","No",FALSE,NA,FALSE,TRUE,"Pronounced","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2319","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,5.5,1.5,0,3.66666666666667,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","2L","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2320","A2","A2","56",NA,"Scaglia.Rossa","SR",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,8.19999980926514,2.59999990463257,0,3.15384619616898,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Irregular","Feathered","Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2321","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,9.5,4,0,2.375,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Triangular",TRUE,1,"Off-axis right","Unidirectional transverse","Pointed","Pointed","Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2322","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,12.1999998092651,3.09999990463257,0,3.93548393051035,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional convergent",NA,NA,"Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2323","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,7.40000009536743,1.89999997615814,0,3.89473694117116,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2324","A2","A2","56",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,6.59999990463257,1.5,0,4.39999993642171,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2325","A2","A2","56",NA,"Scaglia.Variegata","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,12.3000001907349,3.90000009536743,0,3.15384612563095,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2326","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,9.5,2.70000004768372,0,3.51851845637924,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,"Axial","Unidirectional parallel","Convex","Feathered","Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2327","A2","A2","56",NA,"Scaglia.Rossa","SR",FALSE,"Blank","Bladelet","Semi-cortical","Semi-cortical","33-66%","yes","Left lateral complete","Mesial","Mesial",NA,10.8999996185303,3.29999995231628,0,3.30303023516093,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2328","A2","A2","56",NA,"Undetermined","Grana fine",TRUE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,17.2999992370605,4.90000009536743,0,3.53061202048063,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Polyhedral",TRUE,4,NA,"Unidirectional convergent",NA,NA,"Sub-parallel",TRUE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2329","A2","A2","56",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Bladelet","Semi-cortical","Semi-cortical","1-33%","yes","Middle/centre","Mesial","Mesial",NA,10.1999998092651,1.5,0,6.7999998728434,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2330","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,7.59999990463257,1.70000004768372,0,4.470588053799,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2331","A2","A2","56",NA,"Scaglia.Rossa","SR",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,7.59999990463257,2.29999995231628,0,3.30434785312877,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2332","A2","A2","56",NA,"Scaglia.Variegata","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,12.8999996185303,3.40000009536743,0,3.79411742843973,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Undetermined","Undetermined","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2333","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,11.5,2.90000009536743,0,3.96551711097201,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Triangular",TRUE,2,"Axial","Unidirectional parallel","Convex","Feathered","Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2334","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,12,2.09999990463257,0,5.71428597378894,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2335","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,6.80000019073486,1,0,6.80000019073486,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved slightly","0","Trapezoidal",TRUE,2,"Off-axis left","Unidirectional parallel","Pointed","Feathered","Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2336","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Right lateral complete","Mesial","Mesial",NA,19.2999992370605,8.5,0,2.27058814553653,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2337","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,13.3999996185303,1.5,0,8.9333330790202,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2338","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,7.90000009536743,2.20000004768372,0,3.59090905642706,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2339","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,6.80000019073486,1.10000002384186,0,6.1818182212262,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2340","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,9.10000038146973,1.89999997615814,0,4.78947394508405,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2341","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,13.1000003814697,3.59999990463257,0,3.63888909125033,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2342","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,13.6000003814697,2.90000009536743,0,4.68965514973426,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2343","A2","A2","56",NA,"Scaglia.Rossa","SR",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,11.1999998092651,1.89999997615814,0,5.89473681568768,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Polyhedral",TRUE,3,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2344","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,17.5,2.29999995231628,0,7.60869580991779,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2345","A2","A2","56",NA,"Scaglia.Variegata","SV2",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,15.6000003814697,5.30000019073486,0,2.94339619246442,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2346","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,14,3.29999995231628,0,4.24242430372563,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2347","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,9.80000019073486,1.60000002384186,0,6.12500002793967,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Curved","0","Trapezoidal",TRUE,2,"Off-axis right","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2348","A2","A2","56",NA,"Maiolica","Grana fine",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,8.30000019073486,0.899999976158142,0,9.22222267845532,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2349","A2","A2","56",NA,"Scaglia.Variegata","SV1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Distal",NA,10.6999998092651,2.09999990463257,0,5.09523823580232,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Undetermined","Undetermined","Triangular",TRUE,1,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2350","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,13.6999998092651,2.09999990463257,0,6.52380972924955,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2351","A2","A2","56",NA,"Undetermined","Grana fine",TRUE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,14.3999996185303,3.90000009536743,0,3.69230750420626,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2352","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,9.60000038146973,1.29999995231628,0,7.38461594891976,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2353","A2","A2","56",NA,"Undetermined","Grana fine",TRUE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Distal","Distal",NA,13.3000001907349,2.79999995231628,0,4.75000014901163,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Polyhedral",TRUE,3,"Axial","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2354","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Semi-cortical","Semi-cortical","1-33%","yes","Right lateral partial","Mesial","Mesial",NA,22.7999992370605,4.69999980926514,0,4.851063864325,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2355","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,19.5,3.79999995231628,0,5.13157901176126,13,5.40000009536743,2.40740736489106,"Dihedral flat","Oval","90","No",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2356","A2","A2","56",NA,"Undetermined","Grana fine",TRUE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Mesial","Mesial",NA,8.30000019073486,1.5,0,5.53333346048991,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Triangular",TRUE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2357","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Distal","Mesio-distal",NA,5.59999990463257,1.89999997615814,0,2.94736840784385,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","2R","Trapezoidal",TRUE,2,"Off-axis right","Unidirectional convergent","Pointed","Pointed","Convergent",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2358","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Bladelet","Maintenance","Neo-crest","0%","no",NA,"Mesial","Mesial",NA,9.30000019073486,4.80000019073486,0,1.9374999627471,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,"Straight","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2359","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,36.4000015258789,4.69999980926514,0,7.74468149001269,3.90000009536743,1.70000004768372,NA,"Plain","Oval","45","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2360","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,23.2000007629395,4.30000019073486,0,5.39534877531591,5.5,2,NA,"Cortical","Rectangular","45","Abrasion",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2361","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,24.6000003814697,5.5,0,4.4727273420854,13,2,NA,"Plain","Winged","45","No",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",TRUE,1,NA,"Unidirectional convergent",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2362","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Semi-cortical","Semi-cortical","1-33%","yes","Proximal","Proximal","Proximal",NA,26,4.69999980926514,0,5.53191511811256,3.5,0.899999976158142,NA,"Plain","Rectangular","45","No",TRUE,"Moderate",FALSE,TRUE,"Moderate","Straight","0","Flat",TRUE,1,NA,"Centripedal",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2363","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,25.8999996185303,5.30000019073486,0,4.88679220499032,3.90000009536743,3,NA,"Dihedral flat","Rectangular","90","No",TRUE,"Pronounced",TRUE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Centripedal",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2364","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,17.8999996185303,5.30000019073486,0,3.37735829704723,6.09999990463257,2,NA,"Plain","Winged","90","No",FALSE,NA,TRUE,FALSE,NA,"Straight","0","Flat",TRUE,0,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2365","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,19.8999996185303,4.90000009536743,0,4.0612243329024,8.19999980926514,1.89999997615814,NA,"Plain","Rectangular","45","Hinged scars",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2366","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,23.8999996185303,2.20000004768372,0,10.8636359547781,5,0.400000005960464,NA,"Linear","Winged","60","No",FALSE,NA,FALSE,FALSE,NA,"Straight","0","Flat",TRUE,0,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2367","A2","A2","56",NA,"Maiolica","B1",FALSE,"Blank","Bladelet","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,9,3,0,3,1,0.5,NA,"Plain","Triangular","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2368","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Blade","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,12.3000001907349,2.70000004768372,0,4.5555555457441,2,0.600000023841858,3.33333320087857,"Linear","Winged","75","Abrasion",FALSE,NA,FALSE,TRUE,"Moderate","Straight","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2369","A2","A2","56",NA,"Undetermined","Grana fine",TRUE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,19,5,0,3.8,11.6000003814697,3,NA,"Plain","Oval","60","No",FALSE,NA,FALSE,TRUE,"Moderate","Curved slightly","0","Triangular",FALSE,1,NA,"Multidirectional",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2370","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,19.1000003814697,5,0,3.82000007629394,7.69999980926514,2,NA,"Plain","Oval","75","No",FALSE,NA,FALSE,TRUE,"Moderate","Curved","0","Lateral steep",FALSE,1,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2371","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,22.7999992370605,3.29999995231628,0,6.9090907777308,4.80000019073486,1.5,NA,"Dihedral flat","Rectangular","45","Hinged scars",FALSE,NA,TRUE,TRUE,"Pronounced","Straight","0","Flat",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2372","A2","A2","56",NA,"Scaglia.Variegata","SV3",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,21.5,3.29999995231628,0,6.51515160929293,5.90000009536743,1.70000004768372,NA,"Plain","Oval","60","No",FALSE,NA,FALSE,TRUE,"Pronounced","Straight","0","Flat",TRUE,0,NA,"Undetermined",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2373","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Mesio-proximal",NA,16.3999996185303,1.60000002384186,0,10.2499996088445,6,2.29999995231628,NA,"Plain","Oval","60","No",TRUE,"Moderate",FALSE,TRUE,"Moderate","Straight","0","Flat",TRUE,1,NA,"Centripedal",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2374","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,19.7000007629395,3.40000009536743,0,5.79411770893217,7.59999990463257,2.5,NA,"Plain","Winged","75","No",TRUE,"Moderate",TRUE,TRUE,"Moderate","Straight","0","Trapezoidal",TRUE,2,NA,"Unidirectional parallel",NA,NA,"Sub-parallel",FALSE,FALSE,NA,NA,NA,NA,NA,NA
"RF.b_2375","A2","A2","56",NA,"Maiolica","B2-4",FALSE,"Blank","Flake","Optimal","Optimal","0%","no",NA,"Proximal","Proximal",NA,19,3.20000004768372,0,5.93749991152435,6,3,NA,"Dihedral convex","Irregular","45","No",TRUE,"Moderate",FALSE,FALSE,NA,"Straight","0","Trapezoidal",TRUE,2,NA,"Multidirectional",NA,NA,"Irregular",FALSE,FALSE,NA,NA,NA,NA,NA,NA
