ID,Scanner,Spit,Raw_material,Class,Blank,Technology,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,Core_classification
Ca_716,Artec.Micro,AU13,Chert,Core,Other,Other,0%,Other,6610.796875,2266.952515,33.59999847,24.5,20.10000038,Multidirectional
Ca_759,Artec.Micro,AU12,Chert,Core,Other,Other,0%,Other,3452.803467,1464.056646,33,19,10,Wide-faced
Ca_771,Artec.Micro,AU11,Jasper,Core,Other,Other,33-66%,Other,6766.644531,2124.397955,35.20000076,16.29999924,24.89999962,Shatter
Ca_855,Artec.Micro,AU10,Jasper,Core,Other,Other,0%,Other,4215.058594,1757.280232,33,14.39999962,16.79999924,Narrow-sided
Ca_914,Artec.Micro,AU13,Jasper,Core,Other,Other,33-66%,Other,6885.767578,2339.888783,34.70000076,26,19,Shatter
Ca_1026,Artec.Micro,AU13,Jasper,Core,Other,Other,1-33%,Other,2212.939697,1078.85197,26.20000076,18.39999962,18.89999962,Shatter laminar
Ca_1027,Artec.Micro,AU13,Jasper,Core-Tool,Other,Other,33-66%,Other,4608.725586,1815.889602,14.39999962,20.60000038,15.60000038,Initial
Ca_1290,Artec.Micro,AU13,Jasper,Core,Other,Other,66-99%,Other,3625.981445,1476.519698,32.40000153,22.5,11.60000038,Tested
Ca_1347,Artec.Micro,AU11,Jasper,Core,Other,Other,66-99%,Other,2505.626465,1018.757725,26.70000076,14.80000019,12.89999962,Tested
Ca_1487,Artec.Micro,AU11,Jasper,Core,Flake,Semi-cortical,33-66%,Complete,4987.880859,1879.225511,27,35.90000153,17.70000076,Multidirectional
Ca_1488,Artec.Micro,AU11,Jasper,Core-Tool,Flake,Semi-cortical,33-66%,Undetermined,2970.395508,1313.471891,16.60000038,21.79999924,24.29999924,Carinated
Ca_1493,Artec.Micro,AU12,Chert,Tool,Flake,Semi-cortical,33-66%,Distal,1605.016357,917.7232273,21.39999962,19.39999962,7.699999809,NA
Ca_1494,Artec.Micro,AU12,Chert,Core-Tool,Flake,Undetermined,0%,Complete,7310.231934,2555.016442,19.79999924,20.39999962,47,Carinated
Ca_1495,Artec.Micro,AU13,Chert,Core-Tool,Flake,Semi-cortical,1-33%,Complete,3527.0271,1518.423502,14.69999981,26.29999924,15.80000019,Carinated
Ca_1501,Artec.Micro,AU12,Jasper,Core,Other,Other,33-66%,Other,12849.00098,3545.400753,39.79999924,49,17,Bipolar
Ca_1502,Artec.Micro,AU10,Chert,Core-Tool,Flake,Optimal,0%,Complete,4967.229492,1863.164409,14.60000038,25.10000038,30.79999924,Carinated
Ca_1503,Artec.Micro,AU10,Chert,Tool,Blade,Optimal,0%,Distal,1079.998291,790.3356286,NA,18.5,7.300000191,NA
Ca_1504,Artec.Micro,AU13,Chert,Core-Tool,Flake,Optimal,0%,Undetermined,3770.031494,1561.686974,13.30000019,22,31.70000076,Carinated
Ca_1505,Artec.Micro,AU10,Chert,Tool,Flake,Optimal,0%,Complete,1547.453003,910.8757236,20.20000076,20.10000038,6.699999809,NA
Ca_1506,Artec.Micro,AU13,Chert,Tool,Flake,Initialization,66-99%,Complete,7634.987305,2651.120463,54.20000076,22.5,13.5,NA
Ca_1508,Artec.Micro,AU11,Jasper,Tool,Flake,Undetermined,0%,Complete,4997.956055,2073.722896,40.70000076,20.60000038,14.10000038,NA
Ca_1509,Artec.Micro,AU10,Chert,Core-Tool,Flake,Optimal,0%,Complete,7816.996094,2503.842617,23,33.59999847,32.40000153,Carinated
Ca_1510,Artec.Micro,AU10,Jasper,Tool,Flake,Optimal,0%,Complete,3460.827148,1457.628233,26.20000076,27.20000076,13.69999981,NA
Ca_1511,Artec.Micro,AU10,Chert,Core,Other,Other,1-33%,Other,7856.020996,2352.821708,35.09999847,25.29999924,23.20000076,Semi-circumferential
Ca_1512,Artec.Micro,AU10,Jasper,Core,Flake,Optimal,0%,Undetermined,2798.08252,1342.657858,29.20000076,23.79999924,14.89999962,Bipolar
Ca_1513,Artec.Micro,AU11,Chert,Core,Other,Other,0%,Other,5001.072266,1792.232427,30.29999924,25.79999924,19.5,Platform flake
Ca_1514,Artec.Micro,AU10,Chert,Tool,Flake,Optimal,0%,Complete,762.1557617,549.8701607,17.29999924,17.5,5.900000095,NA
Ca_1515,Artec.Micro,AU10,Chert,Tool,Flake,Undetermined,0%,Distal,3384.741943,1882.468512,42.90000153,26.79999924,7.199999809,NA
Ca_1516,Artec.Micro,AU10,Chert,Core-Tool,Flake,Optimal,0%,Undetermined,3430.317871,1554.960051,15.10000038,25.20000076,11.19999981,Carinated
Ca_1517,Artec.Micro,AU10,Jasper,Core-Tool,Flake,Optimal,0%,Complete,1080.287231,696.052213,9.100000381,17.5,19.39999962,Carinated
Ca_1518,Artec.Micro,AU11,Chert,Core-Tool,Flake,Optimal,0%,Complete,2322.806885,1173.199299,10.19999981,21.79999924,25,Carinated
Ca_1519,Artec.Micro,AU10,Jasper,Tool,Flake,Undetermined,0%,Complete,1019.693909,683.9312047,19.79999924,17,9,NA
Ca_1521,Artec.Micro,AU10,Chert,Tool,Flake,Optimal,0%,Complete,2676.099365,1301.132754,29.70000076,20.29999924,10.39999962,NA
Ca_1522,Artec.Micro,AU11,Jasper,Core-Tool,Blade,Semi-cortical,33-66%,Distal,1758.616577,1072.691559,10.5,16.39999962,7.5,Carinated
Ca_1524,Artec.Micro,AU10,Jasper,Core-Tool,Flake,Semi-cortical,1-33%,Complete,1745.268799,895.2197041,18.70000076,17.5,17.79999924,Carinated
Ca_1525,Artec.Micro,AU10,Chert,Tool,Flake,Semi-cortical,33-66%,Complete,2035.922241,1089.03126,27,17.29999924,6.599999905,NA
Ca_1526,Artec.Micro,AU10,Quartzite,Core,Other,Other,0%,Other,2927.208252,1352.707014,32.29999924,23.60000038,13.80000019,Parallel
Ca_1527,Artec.Micro,AU10,Jasper,Tool,Flake,Optimal,0%,Complete,1442.835938,814.4264143,23,16.79999924,7.900000095,NA
Ca_1528,Artec.Micro,AU10,Chert,Blank,Flake,Maintenance,0%,Complete,922.4997559,648.1758049,14.60000038,19,8.800000191,NA
Ca_1529,Artec.Micro,AU10,Chert,Tool,Bladelet,Optimal,0%,Proximal,136.5961456,205.5684949,15.10000038,6.099999905,2.599999905,NA
Ca_1531,Artec.Micro,AU10,Unknown,Core,Other,Other,0%,Other,6108.395508,2251.108334,35.59999847,29.5,16.39999962,Multidirectional
Ca_1532,Artec.Micro,AU10,Chert,Core,Other,Other,0%,Other,6352.922852,2191.784972,40.90000153,24.60000038,19.79999924,Multidirectional
Ca_1533,Artec.Micro,AU10,Jasper,Core-Tool,Flake,Semi-cortical,1-33%,Undetermined,4730.017578,1784.76396,21.5,25.5,29.20000076,Carinated
Ca_1534,Artec.Micro,AU10,Chert,Core,Other,Other,0%,Other,6870.780762,2224.378259,26.20000076,32.90000153,20.20000076,Bipolar
Ca_1535,Artec.Micro,AU10,Unknown,Core,Other,Other,1-33%,Other,17088.49023,3740.131282,31.10000038,38.40000153,37.90000153,Shatter laminar
Ca_1536,Artec.Micro,AU10,Jasper,Core,Other,Other,0%,Other,3873.097168,1539.600804,29.89999962,21.70000076,14,Multidirectional
Ca_1537,Artec.Micro,AU11,Chert,Core-Tool,Flake,Semi-cortical,1-33%,Undetermined,2476.556152,1091.593026,13,21.60000038,21.5,Carinated
Ca_1538,Artec.Micro,AU11,Jasper,Core-Tool,Other,Other,33-66%,Other,8677.043945,2414.651108,18,27.5,37.5,Carinated
Ca_1539,Artec.Micro,AU10,Chert,Core,Other,Other,0,Other,10834.14258,3118.548628,37.79999924,31.70000076,16.39999962,Multidirectional
Ca_1541,Artec.Micro,AU10,Chert,Blank,Flake,Semi-cortical,33-66%,Complete,16532.08984,5037.783935,52,45.70000076,16.39999962,NA
